,source,headline,date,body,topics,Business,Culture,Nature,Politics,Society,Sport
661,Iceland Review,Unemployed Icelanders Offered Training and Jobs as eSports Coaches,2021/02/10,"Unemployed Icelanders will be able to access free training in eSports coaching, thanks to a new collaboration between the Social Affairs Ministry and the Icelandic eSports Association. Iceland’s government has invested ISK 10 million ($78,000/€64,000) in developing and implementing the coaching course specifically for locals who are currently between jobs. Participants will receive a six-month work contract upon completion of training. One goal of the project is to create permanent jobs in the growing eSports industry. “I am very excited about this collaboration with the Icelandic eSports Association, where we are hitting two birds with one stone,” stated Ásmundur Einar Daðason, Minister of Social Affairs and Children. “Create exciting opportunities for unemployed individuals and at the same time strengthen eSports infrastructure. There is a lot of strength and growth in eSports in Iceland, but the industry is young and therefore the infrastructure in clubs is often lacking. There has also been a lack of individuals who have experience in training young people, and it is very important that we get individuals with skills and experience into [the eSports industry].” Ólafur Hrafn Steinarsson, chairman of the Icelandic eSports Association, celebrated the initiative. “This project is extremely important for eSports in Iceland and a great recognition of the excellent work that has been done for eSports in recent years.” Esports are a form of organised video game competitions, played both individually and in teams. The industry has been growing globally as well as within Iceland, which boasts over 20 eSports clubs that provide eSport activities and training for over 600 children. “This project enables us to be at the forefront of developments in this field globally,” Ólafur Hrafn stated of the initiative. “There are exciting times ahead in this new field.” Iceland’s government put together a task force last December to write a policy concerning the eSports industry. The group is expected to finish their work at the end of this month.","Politics,Sport",0,0,0,1,0,1
662,Iceland Review,No Traces of Icelandic Mountaineer on K2,2021/02/08,"Several helicopter missions have failed to find any traces of Icelandic mountaineer John Snorri and his team, who have not been heard from for over three days after setting out to reach the summit of K2, the second-highest mountain in the world. Sherpa Chhang Dawa, who took part in the search, stated that teams flew over an altitude of 7,000m (23,000ft) but found no clues as to what has happened to the missing climbers. At 8,611m (28,251ft), K2 is the second-highest mountain on Earth and is considered a much more challenging climb than Mt. Everest, the world’s highest peak. In 2017, John Snorri became the first Icelander to top K2, which is located on the China-Pakistan border. He then set his sights on being the first person ever to ascend the peak during winter but was beaten to that goal by Nepalese mountaineer Mingma Gyalje last month. This is John Snorri’s second attempt to ascend K2 in winter. John Snorri is accompanied by Pakistani mountaineer Ali Sadpara as well as Chilean climber Juan Pablo Mohr. The three lost contact with base camp late last Friday when they were some 400 metres from the peak. The search for the team began on Saturday. Ali’s son Sajid Sadpara, who accompanied the team up to 8,200 metres, stated he believes the team reached the peak and likely had an accident on the way back down.","Society,Sport",0,0,0,0,1,1
663,Iceland Review,"Sara Björk Voted Athlete of the Year, Breaking Several Records",2020/12/30,"Footballer Sara Björk Gunnarsdóttir broke several records when she was awarded 2020 Athlete of the Year yesterday, Vísir reports. She became the only woman to have received the award twice, and also received a record 600 points in the voting process. The midfielder has enjoyed a successful year, winning the European Championships with her team Olympique Lyonnais last August. In the winning match, Sara became the first Icelander to score a goal in a European championship match – no less against her former club Wolfsburg. Sara is the captain of Iceland’s national women’s football team, which secured itself a place at the 2022 UEFA European Championships earlier this month.     A post shared by Sara Björk Gunnarsdóttir (@sarabjork90) ",Sport,0,0,0,0,0,1
664,Iceland Review,"John Snorri Arrived At K2 Base Camps, Tents “Exploded”",2020/12/07,"Mountaineer John Snorri Sigurjónsson has reached the K2 base camp and is continuing his attempt to be the first to complete a K2 winter expedition, despite stormy weather and below -20°c (-4°F) weather. John Snorri arrived at the K2 base camp on December 5 after a 6-day trek over Baltoro glacier. At 63km (39miles), Baltoro glacier is the world’s longest glacier. On arrival, the weather was windy and temperatures below -20°C. The camp is at an altitude of 4,900m (16.076ft)above sea level and while Snorri expected his team to be acclimatised after two days, stormy weather last night made things difficult for the team. John Snorri posted on Facebook: “The weather was crazy last night and some of our tents and kitchen tent exploded.” Never discouraged, John Snorri and his team, spent the day repairing the tents in a better location to be prepared for the next storm. They will be spending the next months in the camp before attempting to climb the K2 peak. K2 is the only one out of the world’s 14 mountains above 8,000 m that people haven’t climbed in winter. John Snorri became the first Icelander to top K2 in 2017 but this is his second attempt at a winter expedition after he had to turn back last year.    ",Sport,0,0,0,0,0,1
665,Iceland Review,Icelandic Football Team Qualifies for Euro 2022,2020/12/03,"Iceland’s National Women’s Football Team has qualified for the 2022 UEFA Women’s Euro. The team ensured their place in the European tournament with a 1-0 win over Hungary on Tuesday. The Icelandic team finished the qualifying tournament with a score of 19, landing them in second place in their group, behind Sweden. Teams were separated into nine groups in the qualifiers, with the team in the top spot of each group automatically qualified for the championship. In addition, three second-place teams qualify for the 2022 UEFA Women’s Euro, and the Icelandic team had to rely on other match results to ensure their spot. Luckily, in the end, their performance ensured them the chance to compete in the 2022 tournament. “It would have been fun to celebrate after the game today, but it is a crazy feeling to have secured our place at the European Championships,” National Team midfielder Sara Björk Gunnarsdóttir told RÚV. “We had an incredibly strong team in this qualifier. We were well prepared for the 2017 Euros but I personally did not feel we had a good tournament. We were not able to show what we had in us and now we have the opportunity. The group has gotten stronger and strong players have joined the group.” Sara Björk won the UEFA European Champion’s League this year with her team Olympique Lyonnais, becoming the first Icelander to do so. The 2022 UEFA Women’s Euro will take place in England.",Sport,0,0,0,0,0,1
666,Iceland Review,Statue Would Honour Strongman,2020/10/02,"The family of Jón Páll Sigmarsson have petitioned the city of Reykjavík for a space to erect a two-metre [6.6 ft] bronze statue in honour of the Icelandic strongman known for his brash public theatrics and gentle private persona, RÚV reports. If approved, the statue would stand in front of Jakaból gym, where Jón Páll first began his training. Although he died quite young at the age of 33 in 1993, Jón Páll, who was also known as The Viking, remains one of Iceland’s best-known powerlifters. By the time of his death, he had won the World’s Strongest Man competition four times. In a letter addressed to the city’s culture and athletics council, Jón Páll’s family say the strongman is known worldwide as “the father of modern strength trials.” There have been efforts made to erect a statue in Jón Páll’s honour since his death, but thus far, none of them have yielded any results. Now, however, Jón Páll’s son and his mother have collected donations to fund the statue. April will mark what would have been Jón Páll’s 60th birthday, so his family is especially eager to see the memorial through this time. The proposed statue would be two metres tall [6.6 ft] and one metre [3.3 ft] wide in bronze and would be accompanied by a short biography of Jón Páll and his accomplishments. His family and statue supporters have stated that they would take full responsibility for its cost and upkeep. ",Sport,0,0,0,0,0,1
667,Iceland Review,Ísold Fönn First Icelandic Figure Skater to Complete Triple Flip,2020/09/25,"Ísold Fönn Vilhjálmsdóttir is the first Icelander to complete a triple flip during a figure skating competition and have it judged valid. RÚV reports that the 14-year-old skater achieved the jump during the Deitannen Cup competition in Switzerland last weekend, where she was awarded a silver medal in the junior ladies category. Ísold completed the triple flip in a combination with a double toeloop and received a 7.13 from the judges. In training for the tournament, she successfully completed seven triples in practice. The talented young skater moved to Champérey, Switzerland earlier this year, where she trains under the guidance of Stéphane Lambiel, a former world champion and Olympic silver medalist. ",Sport,0,0,0,0,0,1
668,Iceland Review,North Iceland Seniors Cycle in International Competition,2020/09/14,"Residents at nursing home Hlíð in Akureyri, North Iceland having been breaking a sweat recently in an international cycling competition called Road Worlds for Seniors. This is the third year that Hlíð takes part in the competition and its residents are currently in second place of 120 homes that are participating. Physiotherapist Ásta Þorsteinsdóttir manages the project, which she says is very popular among Hlíð residents. “First thing in the morning there’s a queue outside here when we arrive and this is on from eight until four o’clock, just constantly,” she told RÚV reporters. “As it stands, we are in second place of 120 teams with 1,700km (435mi) cycled. Last year we were in fifth place so we are doing a bit better this year.” Residents take part in the competition on stationary spinning bikes in the home, while a screen provides them with video and audio of point-of-view bike trips through cities around the world. Jónína Axelsdóttir is one of the residents participating in the competition daily. “It’s just so fun, amazing to participate in this.” Jónína hopes Hlíð takes home the trophy this year, but adds “it would be OK to get second place.” ","Society,Sport",0,0,0,0,1,1
669,Iceland Review,Women-Led Social Media Campaign for Constitutional Reform Asks #Hvar?,2020/09/11,"A new social media campaign is calling on the government to make good on its commitment to revise the nation’s constitution, a process set in motion almost eight years ago. Fréttablaðið reports that the campaign was initiated by the Women’s Association for a New Constitution, using the hashtags #hvar (#where) and #HvarErNýjaStjórnarskráin (#WhereIsTheNewConstitution). Young women on TikTok and Instagram have been particularly active in the campaign, with some videos receiving upwards of 10,000 views. Iceland attempted to draft the world’s first “crowdsourced constitution” in the wake of the 2008 financial crash, enlisting citizens—not politicians—to revise the constitution to better reflect the values and rights the nation wanted to emphasize moving forward. The process was intended to be democratic, modern (suggestions were solicited on social media, for instance, and a right to the internet was written into the amendments), and also meant to reflect an unprecedented level of transparency. The constitutional proposals were approved by a two-thirds majority of voters in a referendum that was held in October 2012, but, in a dispiriting turn of events, failed to receive the necessary parliamentary approval they needed to move forward that following spring. Eight years later, participants in the #hvar campaign are posting tongue-in-cheek photos of themselves searching for the new constitution. Is it at the bottom of a laundry basket of dirty socks? Perhaps under a pile of fresh veg, under a rug, hidden in a Where’s Wally? book, or at the bottom of Tjörnin pond? At time of writing, the Women’s Association for a New Constitution’s petition demanding that Alþingi pass the constitutional amendments into law had 19,192 signatures. ","Politics,Sport",0,0,0,1,0,1
670,Iceland Review,English Footballers Fined for Breaking Quarantine in Iceland,2020/09/08,"English national football players Mason Greenwood (18) and Phil Foden (20) have been fined ISK 250,000 ($1,780/€1,510) each for breaking quarantine rules while in Iceland for a match with England’s national men’s team last weekend, Vísir reports. The players have both issued apologies for meeting two Icelandic women in their hotel, a violation of the “working quarantine” regulations visiting athletes are required to follow. Foden, who has a girlfriend and one-year-old son, has issued an apology on his Twitter page. In the statement, he admitted to breaching COVID-19 protocols, calling it a “poor decision” that “didn’t meet the standards expected of [him].” Foden apologised to team manager Gareth Southgate, as well as staff, supporters, and his family. pic.twitter.com/2ECUcTYnaK — Phil Foden (@PhilFoden) September 7, 2020  Greenwood’s apology, issued via Manchester United, was more concise. “Having now had the chance to reflect on what’s happened, I can only apologise to everyone for the embarrassment I have caused,” it reads. “It was irresponsible of me to break the COVID-19 protocols which are in place to protect players, staff and the public.” Greenwood also apologised to Southgate and promised he would learn from the incident. The two women who met with Greenwood and Foden have both expressed regret over the incident, stating they were not aware the players were in quarantine. Lára Clausen (18), one of the young women, posted a series of videos on her Instagram account last night taking responsibility for recording the videos of the players, which she says were leaked from her private Snapchat account. Lára called the meeting a “huge mistake and complete thoughtlessness” on her part. “I honestly had no idea how famous these boys were. I don’t follow football and never have and had no idea what I was putting on the internet.” Lára stated that the players did not tell the women they were in quarantine.  “If we had known better we would have never gone, knowing they were in quarantine.” Nadía Sif Líndal, the other local who met with the players, posted several Instagram stories insisting that she did not know the players were in quarantine and did not record the Snapchat videos or leak them to the media. Both girls have faced harassment on social media due to the incident. Politicians Hanna Katrín Friðriksson and Helga Vala Helgadóttir are among several public figures that have denounced the vitriol. “Raise your hand if you’ve never done anything stupid,” Helga Vala wrote in a Facebook post about the incident. “Shouldn’t we give them a bit of a break?” ","Society,Sport",0,0,0,0,1,1
671,Iceland Review,English Footballers Break Quarantine in Reykjavík,2020/09/07,"By inviting Icelandic women into their hotel rooms, two English national team members broke quarantine rules in Iceland. Players Mason Greenwood and Phil Foden were in the country with the English men’s national football team to play a match against Iceland this past weekend. Snapchat stories show the two broke “working quarantine” rules that apply to visiting athletes. Martyn Ziegler of UK paper The Times reports that the two did not travel home with the rest of the squad after the Iceland match. England’s national football team manager Gareth Southgate stated the two players have apologised and said “nothing happened” in the areas the team occupied in the Reykjavík hotel. Southgate confirms Greenwood & Foden “broke Covid guidelines” of #eng bubble in Reykjavik. Flying home separately. “They’ve been naive. There’s responsibility on every age group in this pandemic. They’ve apologised.” Adds: “Nothing happened in the areas we occupy in the hotel.” — Henry Winter (@henrywinter) September 7, 2020  Athletes visiting Iceland from abroad for the purpose of matches or competitions are not required to undergo double testing and five-day quarantine that applies to most travellers. They are instead subject to strict “working quarantine” guidelines that prohibit most activities outside of their work. Greenwood and Foden were not at practice this morning, as they must remain isolated from their team members. At a COVID-19 briefing in Reykjavík today, Rögnvaldur Ólafsson, Assistant to the Chief Superintendent was asked whether the two players would be fined for the violation. Rögnvaldur stated that Capital Area Police were investigating the incident and the case was nearly closed. This story will continue to be updated. ","Society,Sport",0,0,0,0,1,1
672,Iceland Review,Tesla Best-Selling Private Car in Iceland Last Year,2023/01/07,"Tesla electric cars were the best-selling passenger vehicle for individual consumers in 2022, RÚV reports. This is part of a larger pattern: more than half of new cars sold to individuals in 2022 were electric cars. Tesla did not, however, sell the most cars overall in Iceland. That distinction belongs to Toyota, although cars sold to rental companies accounted for 73% of its sales last year. Changing patterns and incentives related to energy consumption have significantly shifted the automobile market in Iceland. According to María Jóna Magnúsdóttir, executive director of the Automotive Industry Association, last year was the seventh highest year for automobile sales in the country since 1972. “It’s gone pretty well, in spite of great disasters around the world; car sales here have been good,” she remarked. “We’re naturally seeing a huge spike in the sale of electric cars, especially to individuals. They’re choosing electric cars just over 50% of the time.” Toyota sold the most cars overall, Tesla the most cars for personal use Just under 16,700 cars were newly registered in Iceland last year. Of these, 7,600 were rental cars. Toyota is the foremost seller of cars that will be used on the rental market in Iceland. A total of 2,754 Toyota passenger cars were sold last year, the majority of which—or 1,440 cars—were intended as rentals. The remaining 739 Toyotas were sold to individuals. The manufacturer that sold the second highest number of new cars in Iceland last year was Kia, with 1,800 cars sold. Hyundai was next, with just over 1,400 cars sold. Tesla came in fourth overall, with 1,300 cars sold. However, if only car sales to individuals are considered, then the rankings shift in Tesla’s favor. Tesla sold 872 cars to individuals last year, followed by Toyota with 739, Kia with 717, and Hyundai with 502 cars sold for personal use. Tesla only sells electric cars, but it is not the only manufacturer that does. Toyota, however, has fewer electric options than its fellow brands. Overall, nearly 5,600 electric cars were sold in Iceland last year. More diesel cars were sold in 2022 than in 2021 and 2020. At-home charging only ISK 3 / km Electric cars are commonly considered to be much cheaper to run and maintain in Iceland, not least because electricity is so much less expensive than petrol. It’s been estimated that a five-person electric car costs roughly ISK 3/km [$0.021; €0.020/km] if it is charged at home. The price of domestic electricity in Iceland, including distribution charges, is estimated to cost roughly ISK 17 [$0.12; €0.11] per kilowatt-hour. It is more expensive to pay for electricity at fast charging stations and at so-called supercharger stations, though the charging process is, of course, much faster.",Business,1,0,0,0,0,0
673,Iceland Review,Central Bank Working on Domestic Payment System,2023/01/05,"The Central Bank of Iceland is working to develop a domestic payment system for Iceland. As more and more transactions become electronic, interest has grown in an independent payment system for Icelandic commerce. Cyberattacks or other disruptions to service in the several foreign payment systems on which so many Icelandic businesses currently rely could cause serious disruption to economic life in Iceland. By working towards a secure and independent solution, the Central Bank of Iceland hopes to make the Icelandic economy more resilient to risk in the future. The Central Bank of Iceland has begun taking initial steps at the request of Iceland’s National Security Council, in line with steps taken recently by other European nations. The Central Bank plans to publish a report on the matter in the coming months, in which possible ways forward will be considered. The Central Bank’s recent report on financial cybersecurity indicated the real possibility of long-term disruption to the payment system following a cyberattack on a foreign payment system. According to the Central Bank, other means of payment need to be provided to ensure that necessities can still be purchased in the event of such an attack. In addition to a domestic payment system, the Central Bank has also called for the creation of preparedness plans in the event of such a disruption. The need for a secure, domestic payment system is especially pressing in Iceland, where fewer and fewer transactions take place with cash. In the past two years, the use of cash in purchases has declined by some 25%, although it is still used by some 40% of the population, especially for gifts and personal payments. In the event of an electronic payment disruption, the Central Bank has stated, there are still enough cash reserves to address such an event.      ",Business,1,0,0,0,0,0
674,Iceland Review,Deep North Episode 6: Indexed Mortgages,2022/12/30,"In the tug-of-war game between interest rates and inflation following the economic disruptions of COVID-19, Icelandic homeowners have been put under increasing pressure. We talk about a rather unique feature of the Icelandic financial system and its effects on Icelandic families. Read more about indexed loans in our recent In Focus piece.","Business,Podcast",1,0,0,0,0,0
675,Iceland Review,Arion Bank and PCC Conclude Talks Over Sale of Silicon Plant,2022/12/05,"Arion Bank and PCC BakkiSilicon have concluded their talks over the sale of the silicon plant in Helguvík. The fate of the Reykjanes silicon plant has been up in the air since the 2018 bankruptcy of former owner United Silicon, with many local residents concerned about the environmental impact of the facility. In wake of the talks ending, Arion Bank has cancelled the utility contract with Landsvirkjun, most likely meaning that the plant is now slated to be repurposed or possibly relocated. Since the bankruptcy, extensive renovations to the plant were planned, with increased sustainability a major priority. There has been some interest in investors acquiring the plant, and Arion Bank has looked for potential buyers with experience in the industry. Since the beginning of this year, Arion Bank has been in talks with PCC, an international silicon manufacturer with a facility in Bakki, near Húsavík in North Iceland. The PCC facility is also notable for its use of green technologies and has existed alongside the Húsavík community without problems. PCC is said to have presented ambitious renovation plans for the Helguvík plant, but despite this, talks have fallen through, and Arion is now looking to sell and repurpose the facility. Benedikt Gíslason, director of Arion Bank, stated to Vísir: “The story of the Helguvík silicon plant is well-known. We consider it our duty to make the best use of the infrastructure and everything that has been invested into it. We’ve looked to all stakeholders, including the residents of Reyjanesbær, who were negatively impacted by its operation.” Read the official statement from Arion Bank here.",Business,1,0,0,0,0,0
676,Iceland Review,"Latest from Central Bank: Interest Rates to Increase 0.25%, Now Resting at 6%",2022/11/23,"The Monetary Policy Committee of the Central Bank of Iceland has announced today that key interest rates will be raised an additional 0.25%, with short-term interest rates (seven day term deposits), now sitting at 6%. The increase in interest rate comes in response to October inflation, which rose slightly to 9.4% from September’s level of 9.3%. Previous raises to the interest rate were introduced in order to cool the market and fight inflation, but have not had the entire effect hoped for. Interest rates in Iceland now rest at: With the Central Bank’s aim of stabilising prices, it has noted that price increases continue to be widespread, but that they hope to reduce inflation to 4.5% by the end of 2023. In the Central Bank report, it is stated that the Icelandic króna has seen a depreciation since October, and that inflation rates in the bond market have also risen since last month. With the new measures in place, the Central Bank reports an improved economic outlook for 2023, with an expected 2.8% growth in GDP, up from its previous estimate of 1.9%.  This growth is accounted for by higher levels of domestic demand than previously forecast. The Central Bank has also stressed the importance of developments in the labour market in bringing inflation back to acceptable levels, a reference to the previously postponed and now upcoming wage negotiations between many of Iceland’s largest trade unions and SA, the Confederation of Icelandic Employers.  ",Business,1,0,0,0,0,0
677,Iceland Review,Iceland Ranked World’s 20th Most Innovative Nation,2022/10/25,"Iceland ranks 20th among the world’s most innovative nations according to the new global innovation index. Switzerland, the US, and Sweden remain top. The Global Innovation Index is “an annual ranking of countries by their capacity for, and success in, innovation.” The index – started in 2007 by INSEAD and World Business – is published by the World Intellectual Property Organisation (WIPO) and is based on both subjective and objective data derived from several sources, including the International Telecommunication Union, the World Bank, and the World Economic Forum. Falling three places from 2021, Iceland ranks 20th according to this year’s index (the confidence interval indicates that Iceland ranks somewhere between 15th and 20th) and 12th among European countries. Read More: Idea Island (Iceland Is Investing in Innovation) As noted by the government’s website, Iceland’s standing may be somewhat skewed by its size and abundance of natural resources: “As a small country, by international standards, Iceland draws the short straw when it comes to several criteria employed by WIPO during the index’s calculus; the criteria is not patterned to small nations rich in natural resources.” To this point, Iceland scores high (14th place) in the categories Institutions and Business Sophistication, and is ranked first when it comes to the use of information and communication technologies, electricity output, share of gross domestic expenditure on research and development (GERD) financed from abroad, number of scientific articles published per capita, national feature films, and online creativity. On the other hand, Iceland scores low when it comes to the ratio of gross-domestic-product (GDP)-to-energy-use (129th), a proxy for energy efficiency; the size of the domestic market (129th); the value of inward direct investment made by non-resident investors (127th); and graduates in science and engineering (85th). As noted in a recent article in Iceland Review magazine, Iceland may have “hopped on the startup train a bit later than other countries, but its startup environment has taken huge strides in recent years.” In 2019, the Icelandic government penned its first-ever comprehensive innovation policy, and at the end of 2020, the newly-elected government established a Ministry of Higher Education, Science, and Innovation, suggesting that policymakers are “not overlooking what startups have to offer the nation.”","Business,Sci&Tech,Society",1,0,0,0,1,0
678,Iceland Review,Never Been More Difficult to Hire Staff: September Unemployment at 2.8%,2022/10/13,"Unemployment rates sat at 2.8% in September, creating tension in the labour market. Although this may sound like a good development, according to the Federation of Trade and Services, hiring new staff has never been more difficult for Icelandic employers. In a statement to RÚV, Landsbankinn economist Una Jónsdóttir said that instead of employees competing for jobs, it is now the case that employers are competing for staff. In total, around 5,400 were unemployed in September, largely representing the retail, service, transportation, and restaurant industries. Of these 5,400, 44% are reported to be foreign residents in Iceland. In comparison with the total unemployment rate for Iceland of 2.8%, the unemployment rate for foreigners is double, at 5.6%. Iceland’s Suðurnes region is notable as having an especially high unemployment rate of 4.8%, with the capital region sitting around 3.2%. Icelandic unemployment is lowest in the Northwest, which has only 0.7%. Economists have suggested that the increased demand for labour created by the low unemployment could affect the upcoming wage negotiations.","Business,Society",1,0,0,0,1,0
679,Iceland Review,Hopes for New ASÍ Leadership Amidst Contract Negotiations,2022/10/06,"With many labour contracts expiring at the end of October, pressure is mounting on the current round of negotiations. Kristján Þórður Snæbjarnarson, acting chairman of ASÍ after Drífa Snædal’s resignation earlier this year, has stated that a major issue at ASÍ’s upcoming conference will of course be wage increases, but that choosing new leadership will play an equally important role. Drífa’s departure earlier this year caused some turmoil within ASÍ leadership, which Kristján states has unfortunately turned the energies of the association towards inward power struggles, not outward to the wage negotiations. So far, VR president Ragnar Þór Ingólfsson is the only one to announce their candidacy for ASÍ president, but there still remains the opportunity for individuals to announce their candidacy at the conference. Another debated issue in the current negotiations is the role of the state mediator. Kristján is on record calling for a simplified process by which unions can call for strikes, giving them relatively more power at the bargaining table. Notably, many other trade unions in the Nordic nations also allow for leadership to call unilaterally for a strike, circumventing the need for union-wide votes. Kristján has called for such reforms to the strike process in lieu of strengthening the role of the state mediator. The wage negotiations take place against the backdrop of an ever-rising cost of living in Iceland. Main contributing factors include inflation and rising interest rates that have seen mortgage payments increase significantly this year. Yesterday, the Central Bank announced a .25% increase to the interest rate. Ásgeir Jónsson, governor of the Central Bank, warned that the course of inflation in Iceland was largely up to the labour market. The rate increase could be interpreted as an attempt to dissuade negotiators from too-ambitious of wage increases, as they may drive inflation further.  ","Business,Politics,Society",1,0,0,1,1,0
680,Iceland Review,Policy Aims to Promote Transparency in Iceland’s Fishing Industry,2022/10/06,"A new government initiative spearheaded by Svandís Svavarsdóttir, head of the Ministry of Food, Agriculture, and Fisheries, aims to bring comprehensive policy reforms and transparency to the fishing industry. The initiative, entitled Auðlindin Okkar (Our Resource), arose out of several working groups that were commissioned earlier in the year in line with the Agreement on the Platform for the Coalition Government between the Independence Party, the Left Green Movement, and the Progressive Party. In the coalition charter, it states the following regarding fisheries: “A committee will be appointed to map the challenges and opportunities in fisheries and related sectors and to assess the macroeconomic benefits of the fisheries management system. The committee will be tasked with comparing the situation in Iceland and abroad and submitting proposals to maximise Icelanders’ potential for further success and societal consensus on the framework of the sector. The committee will also discuss how transparency in fisheries companies’ operations can be increased, especially among the country’s largest companies. In addition, the committee will evaluate the success of employment and regional quotas and summer inshore handline fishing in supporting the rural economy.” In the estimation of these working groups, the time has come for a new approach. Earlier this year, Svandís stated that “there is a deep feeling of injustice among the public […] I think that feeling stems mainly from two things; the consolidation of quota and the feeling that the profits from the shared resource of the people are not divided fairly. The aim of this work is therefore efficient and sustainable utilisation of marine resources in harmony with the environment and society.” Now, Our Resource aims to shine daylight on a very powerful sector of the Icelandic economy that some say borders on oligarchy. There are, for instance, just four companies that collectively own 60% of all Iceland’s fishing quota: Samherji, Brim, KS, and Ísfélagið. A central aim of the initiative will be a thorough mapping of the management and ownership of Iceland’s major fishing concerns. Many details of the property relations in these concerns remain in the dark, and Our Resource hopes to be able to better supervise the industry. According to the government website, “[t]he inspection is primarily intended to increase transparency and improve administration in the field of monitoring management and ownership relationships in the maritime industry. The examination includes the collection of information and the mapping of the property relationships of fishing companies that have been allocated a certain amount of fishing permits and the influence of fishing company owners through the exercise of voting rights and board seats in companies.” This initial mapping report on the industry is to be published by December 31, 2022.","Business,Society",1,0,0,0,1,0
681,Iceland Review,Key Interest Rates Increased .25%,2022/10/05,"Ásgeir Jónsson, Governor of the Icelandic Central Bank, announced today in a presentation that key interest rates would be raised again by .25%. Now sitting at 5.75% for seven-day term deposits, the interest rate is a its highest level since 2016. Interest rates have risen sharply in recent months to combat inflation, which peaked at 9.9% in July of this year. It has since dropped to 9.3%, still well above the Central Bank’s target of 2.5%. In the announcement on the Central Bank’s website, it states that “indicators suggest that recent interest rate hikes have slowed overall demand growth and housing market activity. Headline inflation measured 9.3% in September and has fallen by 0.6 percentage points since the MPC’s August meeting. Underlying inflation rose between meetings, however. There are also signs that inflation expectations have begun to decline again, although they are still above the Bank’s inflation target.” For the first half of 2022, GDP grew at a strong rate of 6.8%, but slowdowns are expected in the winter months. The announcement also states that “the global economic outlook has deteriorated and uncertainty has grown, which could cause domestic demand to ease more quickly than previously assumed.” The Central Bank remains hopeful that inflation can be brought back down to acceptable levels within a reasonable timeframe, but stresses that many of the decisions driving inflation will be made at the corporate level, in the labour market, and in public sector finances.","Business,Society",1,0,0,0,1,0
682,Iceland Review,East Iceland Startup Makes Beverages Flavored with Locally Foraged Herbs,2022/10/01,"A start-up in East Iceland is producing nonalcoholic beverages using wild, Icelandic herbs, Austurfrétt reports. The company, Könglar (meaning ‘pine cones’), has been selling its beverages at restaurants throughout East Iceland since earlier this year and aims to be a truly local product. “People are always asking us if it’s possible to get [our drinks] in the [capital area],” says marketing manager Brynjar Darri Sigurðsson. “And we always say, ‘no, you have to come out East.’” Producer Dagrún Drótt Valgarðsdóttir got the idea for making natural beverages from local, Icelandic ingredients after sampling a blueberry drink made in Finland. “We started to wonder if we could use that method using the nature we have here,” she says. Könglar received subsidies from the municipality of Fljótsdalshérað, as well as the government’s Food Fund, which aims to “strengthen development and innovation in the production and processing of food and by-products from agricultural and marine products,” with an emphasis “on innovation, sustainability, value creation and the competitiveness of Icelandic food throughout the country.” Thus far, the company’s beverages, all of which have names inspired by local folk tales, include a lovage drink, a dandelion iced tea, and a rhubarb soda. Dagrún says their focus has been “to use what’s around us as much as possible” instead of opting for imported produce or ingredients that aren’t native to Iceland. So, for instance, if they want the flavor profile of a tart, green apple, they use rhubarb, which is plentiful in East Iceland. In the future, Dagrún says Könglar would like to use their same production and infusion methods to make herbal-flavored beers and wine. Follow Könglar on Instagram, here.",Business,1,0,0,0,0,0
683,Iceland Review,Inflation Rate Drops to 9.3%,2022/09/28,"The latest numbers from Statistics Iceland indicate a moderate decrease in the rate of inflation, with the 12-month figure being calculated as 9.3% in September. The data from Statistics Iceland below shows monthly and yearly fluctuations in the consumer price index, with July’s level of 9.9% representing a likely maximum. In the data from Statistics Iceland, it is noted that the price of clothes and shoes have risen by some 4.6%, and household electronics by 5.4%. Airfares have been a notable exception, decreasing by 17.9%. Given rising interest rates and the importance of the housing market in driving inflation, inflation rates are expected to slowly decrease for the remainder of 2022. This trend is likely reinforced by the housing market, which has shown signs of slowing recently. A statement from the Central Bank today notes that inflation among Iceland’s trading partners has not been higher in decades and that these international trends may also have a negative impact on Iceland. Nevertheless, the Central Bank stresses that “the resilience of the systemically important banks is high. Their capital and liquidity position is strong. The Central Bank of Iceland’s stress test for 2022 shows that the banks have the ability to respond to external shocks and at the same time support households and businesses.” The statement continues: “Increased external uncertainty underlines the importance of maintaining the resilience of the Icelandic financial system. The situation in this country is better than in our trading partners, but full vigilance must be maintained in order to preserve financial stability.” Up until now, the countercyclical capital buffer (CCyB), the amount of liquid capital a financial institution holds in case of stress, has remained unchanged. As of tomorrow, September 29, the CCyB will be increased by 2%, in the event that more credit needs to be provided to the economy in the event of a downturn.  ",Business,1,0,0,0,0,0
